Product_Name_Extracted,Price,Type,Source,Product_Name_Clean,Price_Numeric
"HP Professional 14 (2025), Intel Core i3 13th Gen 1315U - (16 GB/512 GB SSD/Intel UHD Graphics/Windows 11 Pro) Thin and Light Business Laptop/14.0"" HD Display/Turbo Silver/1.4 Kg/MSO 2021 - Flipkart","46,109",Laptop,Flipkart,hp professional 14 2025 intel core i3 13th gen 1315u 16 gb512 gb ssdintel uhd graphicswindows 11 pro thin and light business laptop140 hd displayturbo silver14 kgmso 2021 flipkart,46109.0
"Lenovo V15 G4 AMD Athlon Silver 7120U Laptop 8GB LPDDR5 Ram, 512 GB SSD PCIe, Windows 11 Lifetime Validity,15.6"" FHD Screen, AMD Radeon 610M, Silver, 1 Year Brand Warranty - Flipkart","37,999",Laptop,Flipkart,lenovo v15 g4 amd athlon silver 7120u laptop 8gb lpddr5 ram 512 gb ssd pcie windows 11 lifetime validity156 fhd screen amd radeon 610m silver 1 year brand warranty flipkart,37999.0
"HP Victus, AMD Ryzen 7 7445HS, 4GB RTX 2050, 16GB DDR5(Upgradable) 512GB SSD, FHD, 144Hz, 300 nits, IPS, 15.6''/39.6cm, Win11, M365* Office24, Mica Silver, 2.29kg, fb3123AX, Backlit, Gaming Laptop - Flipkart","64,990",Laptop,Flipkart,hp victus amd ryzen 7 7445hs 4gb rtx 2050 16gb ddr5upgradable 512gb ssd fhd 144hz 300 nits ips 156396cm win11 m365 office24 mica silver 229kg fb3123ax backlit gaming laptop flipkart,64990.0
"BrowseBook 14.1"" FHD IPS Laptop | Best Student & Office Work Laptop | Celeron N4020 | 4GB RAM | 128GB SSD | Windows 11 | 38Wh | 1.3kg | Grey - Flipkart","12,990",Laptop,Flipkart,browsebook 141 fhd ips laptop best student office work laptop celeron n4020 4gb ram 128gb ssd windows 11 38wh 13kg grey flipkart,12990.0
"Model 5410 Laptop | i7 10th Gen | 8GB RAM | 256GB SSD | UHD Graphics 620 14"" Screen | Win 10 Pro (Pre-Owned & Tested) - Flipkart","29,995",Laptop,Flipkart,model 5410 laptop i7 10th gen 8gb ram 256gb ssd uhd graphics 620 14 screen win 10 pro preowned tested flipkart,29995.0
"Lenovo IdeaPad Slim 3, 13th Gen Intel Core i5 13420H, 24GB RAM, 1TB SSD, WUXGA IPS, 15.3""/38.8cm, Windows 11, Office Home 2024, Grey, 1.6Kg, Backlit Keyboard, 1Yr ADP Free, 83K100PLIN, Laptop - Flipkart","67,990",Laptop,Flipkart,lenovo ideapad slim 3 13th gen intel core i5 13420h 24gb ram 1tb ssd wuxga ips 153388cm windows 11 office home 2024 grey 16kg backlit keyboard 1yr adp free 83k100plin laptop flipkart,67990.0
"HP Smartchoice Victus, AMD Ryzen 7 7445HS, 6GB RTX 3050, 16GB DDR5(Upgradeable) 512GB SSD, FHD, 144Hz, 300 nits, 15.6''/39.6cm, Win 11, M365* Office24, Blue, 2.29kg, fb3134AX/3120ax, Gaming Laptop - Flipkart","72,990",Laptop,Flipkart,hp smartchoice victus amd ryzen 7 7445hs 6gb rtx 3050 16gb ddr5upgradeable 512gb ssd fhd 144hz 300 nits 156396cm win 11 m365 office24 blue 229kg fb3134ax3120ax gaming laptop flipkart,72990.0
Dell Inspiron 15 Laptop - Flipkart,"₹45,999",Laptop,Flipkart,dell inspiron 15 laptop flipkart,45999.0
HP Pavilion 15 Core i5 - Flipkart,"₹52,499",Laptop,Flipkart,hp pavilion 15 core i5 flipkart,52499.0
ASUS VivoBook 14 FHD - Flipkart,"₹48,590",Laptop,Flipkart,asus vivobook 14 fhd flipkart,48590.0
Lenovo IdeaPad 3 15ITL6 - Flipkart,"₹44,990",Laptop,Flipkart,lenovo ideapad 3 15itl6 flipkart,44990.0
Acer Aspire 5 A515-57 - Flipkart,"₹58,499",Laptop,Flipkart,acer aspire 5 a51557 flipkart,58499.0
MSI GE66 Raider Gaming - Flipkart,"₹1,24,999",Laptop,Flipkart,msi ge66 raider gaming flipkart,124999.0
ASUS TUF Gaming F15 - Flipkart,"₹89,999",Laptop,Flipkart,asus tuf gaming f15 flipkart,89999.0
Razer Blade Stealth 13 - Flipkart,"₹1,49,999",Laptop,Flipkart,razer blade stealth 13 flipkart,149999.0
MacBook Air M1 13 inch - Flipkart,"₹92,990",Laptop,Flipkart,macbook air m1 13 inch flipkart,92990.0
HP Pavilion Gaming 15 - Flipkart,"₹75,499",Laptop,Flipkart,hp pavilion gaming 15 flipkart,75499.0
OnePlus 12 5G - Gold,44455,Smartphone,Amazon,oneplus g gold,44455.0
OnePlus 12 5G - Gold,48101,Smartphone,Flipkart,oneplus g gold,48101.0
OnePlus 12 5G - White,47015,Smartphone,Amazon,oneplus g white,47015.0
OnePlus 12 5G - White,48418,Smartphone,Flipkart,oneplus g white,48418.0
OnePlus 12 5G,44129,Smartphone,Amazon,oneplus g,44129.0
OnePlus 12 5G,48121,Smartphone,Flipkart,oneplus g,48121.0
OnePlus 12 5G - Green,46464,Smartphone,Amazon,oneplus g green,46464.0
OnePlus 12 5G - Green,48107,Smartphone,Flipkart,oneplus g green,48107.0
OnePlus 12 5G - Black,46412,Smartphone,Amazon,oneplus g black,46412.0
OnePlus 12 5G - Black,49138,Smartphone,Flipkart,oneplus g black,49138.0
OnePlus 12 5G,46858,Smartphone,Amazon,oneplus g,46858.0
OnePlus 12 5G,49730,Smartphone,Flipkart,oneplus g,49730.0
OnePlus 12 5G,47919,Smartphone,Amazon,oneplus g,47919.0
OnePlus 12 5G,51126,Smartphone,Flipkart,oneplus g,51126.0
OnePlus 12 5G - Blue,44395,Smartphone,Amazon,oneplus g blue,44395.0
OnePlus 12 5G - Blue,49469,Smartphone,Flipkart,oneplus g blue,49469.0
OnePlus 12 5G - Green,46195,Smartphone,Amazon,oneplus g green,46195.0
OnePlus 12 5G - Green,48510,Smartphone,Flipkart,oneplus g green,48510.0
OnePlus 12 5G - Red,45199,Smartphone,Amazon,oneplus g red,45199.0
OnePlus 12 5G - Red,51396,Smartphone,Flipkart,oneplus g red,51396.0
Samsung Galaxy S24 - Blue,78283,Smartphone,Amazon,samsung galaxy s blue,78283.0
Samsung Galaxy S24 - Blue,83186,Smartphone,Flipkart,samsung galaxy s blue,83186.0
Samsung Galaxy S24,81548,Smartphone,Amazon,samsung galaxy s,81548.0
Samsung Galaxy S24,83412,Smartphone,Flipkart,samsung galaxy s,83412.0
Samsung Galaxy S24,81415,Smartphone,Amazon,samsung galaxy s,81415.0
Samsung Galaxy S24,84493,Smartphone,Flipkart,samsung galaxy s,84493.0
Samsung Galaxy S24 - White,80744,Smartphone,Amazon,samsung galaxy s white,80744.0
Samsung Galaxy S24 - White,84092,Smartphone,Flipkart,samsung galaxy s white,84092.0
Samsung Galaxy S24,80186,Smartphone,Amazon,samsung galaxy s,80186.0
Samsung Galaxy S24,85985,Smartphone,Flipkart,samsung galaxy s,85985.0
Samsung Galaxy S24 - Gold,79104,Smartphone,Amazon,samsung galaxy s gold,79104.0
Samsung Galaxy S24 - Gold,86789,Smartphone,Flipkart,samsung galaxy s gold,86789.0
Samsung Galaxy S24,78937,Smartphone,Amazon,samsung galaxy s,78937.0
Samsung Galaxy S24,86365,Smartphone,Flipkart,samsung galaxy s,86365.0
Samsung Galaxy S24,79095,Smartphone,Amazon,samsung galaxy s,79095.0
Samsung Galaxy S24,83270,Smartphone,Flipkart,samsung galaxy s,83270.0
Samsung Galaxy S24,78869,Smartphone,Amazon,samsung galaxy s,78869.0
Samsung Galaxy S24,85683,Smartphone,Flipkart,samsung galaxy s,85683.0
Samsung Galaxy S24,79878,Smartphone,Amazon,samsung galaxy s,79878.0
Samsung Galaxy S24,83584,Smartphone,Flipkart,samsung galaxy s,83584.0
iPhone 15 Pro - Green,130206,Smartphone,Amazon,iphone pro green,130206.0
iPhone 15 Pro - Green,134075,Smartphone,Flipkart,iphone pro green,134075.0
iPhone 15 Pro - Silver,129481,Smartphone,Amazon,iphone pro silver,129481.0
iPhone 15 Pro - Silver,133897,Smartphone,Flipkart,iphone pro silver,133897.0
iPhone 15 Pro,128371,Smartphone,Amazon,iphone pro,128371.0
iPhone 15 Pro,136094,Smartphone,Flipkart,iphone pro,136094.0
iPhone 15 Pro - Green,130569,Smartphone,Amazon,iphone pro green,130569.0
iPhone 15 Pro - Green,133654,Smartphone,Flipkart,iphone pro green,133654.0
iPhone 15 Pro - Purple,129575,Smartphone,Amazon,iphone pro purple,129575.0
iPhone 15 Pro - Purple,134562,Smartphone,Flipkart,iphone pro purple,134562.0
iPhone 15 Pro - Black,131976,Smartphone,Amazon,iphone pro black,131976.0
iPhone 15 Pro - Black,135265,Smartphone,Flipkart,iphone pro black,135265.0
iPhone 15 Pro - Blue,130791,Smartphone,Amazon,iphone pro blue,130791.0
iPhone 15 Pro - Blue,136623,Smartphone,Flipkart,iphone pro blue,136623.0
iPhone 15 Pro,128455,Smartphone,Amazon,iphone pro,128455.0
iPhone 15 Pro,134201,Smartphone,Flipkart,iphone pro,134201.0
iPhone 15 Pro - Blue,131905,Smartphone,Amazon,iphone pro blue,131905.0
iPhone 15 Pro - Blue,135956,Smartphone,Flipkart,iphone pro blue,135956.0
Xiaomi 14 - Blue,53737,Smartphone,Amazon,xiaomi blue,53737.0
Xiaomi 14 - Blue,53434,Smartphone,Flipkart,xiaomi blue,53434.0
Xiaomi 14,52493,Smartphone,Amazon,xiaomi,52493.0
Xiaomi 14,53813,Smartphone,Flipkart,xiaomi,53813.0
Xiaomi 14 - Black,53904,Smartphone,Amazon,xiaomi black,53904.0
Xiaomi 14 - Black,56188,Smartphone,Flipkart,xiaomi black,56188.0
Xiaomi 14,52000,Smartphone,Amazon,xiaomi,52000.0
Xiaomi 14,53078,Smartphone,Flipkart,xiaomi,53078.0
Xiaomi 14,53405,Smartphone,Amazon,xiaomi,53405.0
Xiaomi 14,56303,Smartphone,Flipkart,xiaomi,56303.0
Xiaomi 14 - White,53595,Smartphone,Amazon,xiaomi white,53595.0
Xiaomi 14 - White,55322,Smartphone,Flipkart,xiaomi white,55322.0
Xiaomi 14 - Silver,53114,Smartphone,Amazon,xiaomi silver,53114.0
Xiaomi 14 - Silver,55180,Smartphone,Flipkart,xiaomi silver,55180.0
Xiaomi 14 - Green,50675,Smartphone,Amazon,xiaomi green,50675.0
Xiaomi 14 - Green,54084,Smartphone,Flipkart,xiaomi green,54084.0
Xiaomi 14 - Blue,53092,Smartphone,Amazon,xiaomi blue,53092.0
Xiaomi 14 - Blue,55988,Smartphone,Flipkart,xiaomi blue,55988.0
Google Pixel 8,75660,Smartphone,Amazon,google pixel,75660.0
Google Pixel 8,79528,Smartphone,Flipkart,google pixel,79528.0
Google Pixel 8,73494,Smartphone,Amazon,google pixel,73494.0
Google Pixel 8,79014,Smartphone,Flipkart,google pixel,79014.0
Google Pixel 8,75408,Smartphone,Amazon,google pixel,75408.0
Google Pixel 8,80267,Smartphone,Flipkart,google pixel,80267.0
Google Pixel 8 - Gold,73289,Smartphone,Amazon,google pixel gold,73289.0
Google Pixel 8 - Gold,80898,Smartphone,Flipkart,google pixel gold,80898.0
Google Pixel 8,73127,Smartphone,Amazon,google pixel,73127.0
Google Pixel 8,81520,Smartphone,Flipkart,google pixel,81520.0
Google Pixel 8,74139,Smartphone,Amazon,google pixel,74139.0
Google Pixel 8,80739,Smartphone,Flipkart,google pixel,80739.0
Google Pixel 8 - Purple,75961,Smartphone,Amazon,google pixel purple,75961.0
Google Pixel 8 - Purple,81830,Smartphone,Flipkart,google pixel purple,81830.0
Google Pixel 8,74936,Smartphone,Amazon,google pixel,74936.0
Google Pixel 8,81306,Smartphone,Flipkart,google pixel,81306.0
Google Pixel 8,75698,Smartphone,Amazon,google pixel,75698.0
Google Pixel 8,79764,Smartphone,Flipkart,google pixel,79764.0
Google Pixel 8,76537,Smartphone,Amazon,google pixel,76537.0
Google Pixel 8,80985,Smartphone,Flipkart,google pixel,80985.0
Oppo Find X7 - White,58247,Smartphone,Amazon,oppo find x white,58247.0
Oppo Find X7 - White,63648,Smartphone,Flipkart,oppo find x white,63648.0
Oppo Find X7,58778,Smartphone,Amazon,oppo find x,58778.0
Oppo Find X7,64195,Smartphone,Flipkart,oppo find x,64195.0
Oppo Find X7,59139,Smartphone,Amazon,oppo find x,59139.0
Oppo Find X7,63893,Smartphone,Flipkart,oppo find x,63893.0
Oppo Find X7 - White,61308,Smartphone,Amazon,oppo find x white,61308.0
Oppo Find X7 - White,65527,Smartphone,Flipkart,oppo find x white,65527.0
Oppo Find X7,60213,Smartphone,Amazon,oppo find x,60213.0
Oppo Find X7,65423,Smartphone,Flipkart,oppo find x,65423.0
Vivo X100,53680,Smartphone,Amazon,vivo x,53680.0
Vivo X100,59663,Smartphone,Flipkart,vivo x,59663.0
Vivo X100,54641,Smartphone,Amazon,vivo x,54641.0
Vivo X100,61695,Smartphone,Flipkart,vivo x,61695.0
Vivo X100 - Purple,54598,Smartphone,Amazon,vivo x purple,54598.0
Vivo X100 - Purple,59085,Smartphone,Flipkart,vivo x purple,59085.0
Vivo X100 - Purple,55852,Smartphone,Amazon,vivo x purple,55852.0
Vivo X100 - Purple,61920,Smartphone,Flipkart,vivo x purple,61920.0
Vivo X100 - Black,54214,Smartphone,Amazon,vivo x black,54214.0
Vivo X100 - Black,58890,Smartphone,Flipkart,vivo x black,58890.0
Vivo X100,53204,Smartphone,Amazon,vivo x,53204.0
Vivo X100,60391,Smartphone,Flipkart,vivo x,60391.0
Realme 12 Pro - Silver,27231,Smartphone,Amazon,realme pro silver,27231.0
Realme 12 Pro - Silver,33934,Smartphone,Flipkart,realme pro silver,33934.0
Realme 12 Pro - Green,27277,Smartphone,Amazon,realme pro green,27277.0
Realme 12 Pro - Green,32764,Smartphone,Flipkart,realme pro green,32764.0
Realme 12 Pro,30645,Smartphone,Amazon,realme pro,30645.0
Realme 12 Pro,32332,Smartphone,Flipkart,realme pro,32332.0
Realme 12 Pro,29535,Smartphone,Amazon,realme pro,29535.0
Realme 12 Pro,30334,Smartphone,Flipkart,realme pro,30334.0
Realme 12 Pro - Gold,29140,Smartphone,Amazon,realme pro gold,29140.0
Realme 12 Pro - Gold,31294,Smartphone,Flipkart,realme pro gold,31294.0
Realme 12 Pro,27976,Smartphone,Amazon,realme pro,27976.0
Realme 12 Pro,31086,Smartphone,Flipkart,realme pro,31086.0
Samsung Galaxy A55 - White,33294,Smartphone,Amazon,samsung galaxy a white,33294.0
Samsung Galaxy A55 - White,38804,Smartphone,Flipkart,samsung galaxy a white,38804.0
Samsung Galaxy A55 - White,34543,Smartphone,Amazon,samsung galaxy a white,34543.0
Samsung Galaxy A55 - White,37305,Smartphone,Flipkart,samsung galaxy a white,37305.0
Samsung Galaxy A55,34071,Smartphone,Amazon,samsung galaxy a,34071.0
Samsung Galaxy A55,36085,Smartphone,Flipkart,samsung galaxy a,36085.0
Samsung Galaxy A55,32280,Smartphone,Amazon,samsung galaxy a,32280.0
Samsung Galaxy A55,38600,Smartphone,Flipkart,samsung galaxy a,38600.0
Samsung Galaxy A55 - Blue,33793,Smartphone,Amazon,samsung galaxy a blue,33793.0
Samsung Galaxy A55 - Blue,38414,Smartphone,Flipkart,samsung galaxy a blue,38414.0
Samsung Galaxy A55 - Blue,34165,Smartphone,Amazon,samsung galaxy a blue,34165.0
Samsung Galaxy A55 - Blue,35031,Smartphone,Flipkart,samsung galaxy a blue,35031.0
Samsung Galaxy A55,35844,Smartphone,Amazon,samsung galaxy a,35844.0
Samsung Galaxy A55,38595,Smartphone,Flipkart,samsung galaxy a,38595.0
Samsung Galaxy A55 - Blue,32437,Smartphone,Amazon,samsung galaxy a blue,32437.0
Samsung Galaxy A55 - Blue,38039,Smartphone,Flipkart,samsung galaxy a blue,38039.0
Motorola Edge 50,28938,Smartphone,Amazon,motorola edge,28938.0
Motorola Edge 50,30403,Smartphone,Flipkart,motorola edge,30403.0
Motorola Edge 50,28069,Smartphone,Amazon,motorola edge,28069.0
Motorola Edge 50,31000,Smartphone,Flipkart,motorola edge,31000.0
Motorola Edge 50,26377,Smartphone,Amazon,motorola edge,26377.0
Motorola Edge 50,31597,Smartphone,Flipkart,motorola edge,31597.0
Motorola Edge 50 - Blue,26013,Smartphone,Amazon,motorola edge blue,26013.0
Motorola Edge 50 - Blue,30365,Smartphone,Flipkart,motorola edge blue,30365.0
Motorola Edge 50 - Black,27808,Smartphone,Amazon,motorola edge black,27808.0
Motorola Edge 50 - Black,31258,Smartphone,Flipkart,motorola edge black,31258.0
Motorola Edge 50 - Silver,29869,Smartphone,Amazon,motorola edge silver,29869.0
Motorola Edge 50 - Silver,32616,Smartphone,Flipkart,motorola edge silver,32616.0
Nothing Phone 2a,24384,Smartphone,Amazon,nothing phone a,24384.0
Nothing Phone 2a,27262,Smartphone,Flipkart,nothing phone a,27262.0
Nothing Phone 2a - Black,23261,Smartphone,Amazon,nothing phone a black,23261.0
Nothing Phone 2a - Black,26492,Smartphone,Flipkart,nothing phone a black,26492.0
Nothing Phone 2a - Red,24792,Smartphone,Amazon,nothing phone a red,24792.0
Nothing Phone 2a - Red,26021,Smartphone,Flipkart,nothing phone a red,26021.0
Nothing Phone 2a - Gold,25987,Smartphone,Amazon,nothing phone a gold,25987.0
Nothing Phone 2a - Gold,27541,Smartphone,Flipkart,nothing phone a gold,27541.0
Nothing Phone 2a,25609,Smartphone,Amazon,nothing phone a,25609.0
Nothing Phone 2a,26687,Smartphone,Flipkart,nothing phone a,26687.0
Nothing Phone 2a,25203,Smartphone,Amazon,nothing phone a,25203.0
Nothing Phone 2a,28811,Smartphone,Flipkart,nothing phone a,28811.0
Nothing Phone 2a - White,23091,Smartphone,Amazon,nothing phone a white,23091.0
Nothing Phone 2a - White,25651,Smartphone,Flipkart,nothing phone a white,25651.0
Poco X6 Pro,27515,Smartphone,Amazon,poco x pro,27515.0
Poco X6 Pro,28926,Smartphone,Flipkart,poco x pro,28926.0
Poco X6 Pro - Gold,25431,Smartphone,Amazon,poco x pro gold,25431.0
Poco X6 Pro - Gold,28249,Smartphone,Flipkart,poco x pro gold,28249.0
Poco X6 Pro,26702,Smartphone,Amazon,poco x pro,26702.0
Poco X6 Pro,27790,Smartphone,Flipkart,poco x pro,27790.0
Poco X6 Pro - Red,24283,Smartphone,Amazon,poco x pro red,24283.0
Poco X6 Pro - Red,30959,Smartphone,Flipkart,poco x pro red,30959.0
Poco X6 Pro - Black,26782,Smartphone,Amazon,poco x pro black,26782.0
Poco X6 Pro - Black,30454,Smartphone,Flipkart,poco x pro black,30454.0
iQOO 12 - Blue,48730,Smartphone,Amazon,iqoo blue,48730.0
iQOO 12 - Blue,53377,Smartphone,Flipkart,iqoo blue,53377.0
iQOO 12,50442,Smartphone,Amazon,iqoo,50442.0
iQOO 12,52778,Smartphone,Flipkart,iqoo,52778.0
iQOO 12,50482,Smartphone,Amazon,iqoo,50482.0
iQOO 12,53093,Smartphone,Flipkart,iqoo,53093.0
iQOO 12 - Black,49042,Smartphone,Amazon,iqoo black,49042.0
iQOO 12 - Black,51180,Smartphone,Flipkart,iqoo black,51180.0
iQOO 12 - Gold,51302,Smartphone,Amazon,iqoo gold,51302.0
iQOO 12 - Gold,53204,Smartphone,Flipkart,iqoo gold,53204.0
iQOO 12 - Red,48285,Smartphone,Amazon,iqoo red,48285.0
iQOO 12 - Red,54885,Smartphone,Flipkart,iqoo red,54885.0
iQOO 12 - Blue,51472,Smartphone,Amazon,iqoo blue,51472.0
iQOO 12 - Blue,51509,Smartphone,Flipkart,iqoo blue,51509.0
Samsung Galaxy S24 Ultra,149671,Smartphone,Amazon,samsung galaxy s ultra,149671.0
Samsung Galaxy S24 Ultra,154335,Smartphone,Flipkart,samsung galaxy s ultra,154335.0
Samsung Galaxy S24 Ultra,148520,Smartphone,Amazon,samsung galaxy s ultra,148520.0
Samsung Galaxy S24 Ultra,153784,Smartphone,Flipkart,samsung galaxy s ultra,153784.0
Samsung Galaxy S24 Ultra,151063,Smartphone,Amazon,samsung galaxy s ultra,151063.0
Samsung Galaxy S24 Ultra,156696,Smartphone,Flipkart,samsung galaxy s ultra,156696.0
Samsung Galaxy S24 Ultra - Blue,149662,Smartphone,Amazon,samsung galaxy s ultra blue,149662.0
Samsung Galaxy S24 Ultra - Blue,155243,Smartphone,Flipkart,samsung galaxy s ultra blue,155243.0
Samsung Galaxy S24 Ultra - Red,149759,Smartphone,Amazon,samsung galaxy s ultra red,149759.0
Samsung Galaxy S24 Ultra - Red,156217,Smartphone,Flipkart,samsung galaxy s ultra red,156217.0
Samsung Galaxy S24 Ultra,149810,Smartphone,Amazon,samsung galaxy s ultra,149810.0
Samsung Galaxy S24 Ultra,155766,Smartphone,Flipkart,samsung galaxy s ultra,155766.0
Samsung Galaxy S24 Ultra - Silver,151690,Smartphone,Amazon,samsung galaxy s ultra silver,151690.0
Samsung Galaxy S24 Ultra - Silver,156930,Smartphone,Flipkart,samsung galaxy s ultra silver,156930.0
Samsung Galaxy S24 Ultra - Red,150110,Smartphone,Amazon,samsung galaxy s ultra red,150110.0
Samsung Galaxy S24 Ultra - Red,155718,Smartphone,Flipkart,samsung galaxy s ultra red,155718.0
Samsung Galaxy S24 Ultra,151898,Smartphone,Amazon,samsung galaxy s ultra,151898.0
Samsung Galaxy S24 Ultra,156075,Smartphone,Flipkart,samsung galaxy s ultra,156075.0
Samsung Galaxy S24 Ultra,151302,Smartphone,Amazon,samsung galaxy s ultra,151302.0
Samsung Galaxy S24 Ultra,153814,Smartphone,Flipkart,samsung galaxy s ultra,153814.0
iPhone 15 - Purple,80502,Smartphone,Amazon,iphone purple,80502.0
iPhone 15 - Purple,86479,Smartphone,Flipkart,iphone purple,86479.0
iPhone 15,80578,Smartphone,Amazon,iphone,80578.0
iPhone 15,85356,Smartphone,Flipkart,iphone,85356.0
iPhone 15,79635,Smartphone,Amazon,iphone,79635.0
iPhone 15,83998,Smartphone,Flipkart,iphone,83998.0
iPhone 15,81187,Smartphone,Amazon,iphone,81187.0
iPhone 15,84740,Smartphone,Flipkart,iphone,84740.0
iPhone 15 - White,79901,Smartphone,Amazon,iphone white,79901.0
iPhone 15 - White,83204,Smartphone,Flipkart,iphone white,83204.0
iPhone 15 - Red,81281,Smartphone,Amazon,iphone red,81281.0
iPhone 15 - Red,84902,Smartphone,Flipkart,iphone red,84902.0
iPhone 15 - Green,80508,Smartphone,Amazon,iphone green,80508.0
iPhone 15 - Green,86337,Smartphone,Flipkart,iphone green,86337.0
iPhone 15,79825,Smartphone,Amazon,iphone,79825.0
iPhone 15,86673,Smartphone,Flipkart,iphone,86673.0
Dell XPS 13 - Blue,101078,Laptop,Amazon,dell xps blue,101078.0
Dell XPS 13 - Blue,104011,Laptop,Flipkart,dell xps blue,104011.0
Dell XPS 13,99983,Laptop,Amazon,dell xps,99983.0
Dell XPS 13,105566,Laptop,Flipkart,dell xps,105566.0
Dell XPS 13,100921,Laptop,Amazon,dell xps,100921.0
Dell XPS 13,104169,Laptop,Flipkart,dell xps,104169.0
Dell XPS 13,101656,Laptop,Amazon,dell xps,101656.0
Dell XPS 13,105211,Laptop,Flipkart,dell xps,105211.0
Dell XPS 13,99567,Laptop,Amazon,dell xps,99567.0
Dell XPS 13,105841,Laptop,Flipkart,dell xps,105841.0
Dell XPS 13,99698,Laptop,Amazon,dell xps,99698.0
Dell XPS 13,104668,Laptop,Flipkart,dell xps,104668.0
Dell XPS 13 - Green,98254,Laptop,Amazon,dell xps green,98254.0
Dell XPS 13 - Green,103846,Laptop,Flipkart,dell xps green,103846.0
HP Pavilion 15 - Green,44079,Laptop,Amazon,hp pavilion green,44079.0
HP Pavilion 15 - Green,51508,Laptop,Flipkart,hp pavilion green,51508.0
HP Pavilion 15,47860,Laptop,Amazon,hp pavilion,47860.0
HP Pavilion 15,49439,Laptop,Flipkart,hp pavilion,49439.0
HP Pavilion 15 - Gold,47651,Laptop,Amazon,hp pavilion gold,47651.0
HP Pavilion 15 - Gold,51904,Laptop,Flipkart,hp pavilion gold,51904.0
HP Pavilion 15,45116,Laptop,Amazon,hp pavilion,45116.0
HP Pavilion 15,49784,Laptop,Flipkart,hp pavilion,49784.0
HP Pavilion 15 - Silver,46738,Laptop,Amazon,hp pavilion silver,46738.0
HP Pavilion 15 - Silver,50780,Laptop,Flipkart,hp pavilion silver,50780.0
HP Pavilion 15,46547,Laptop,Amazon,hp pavilion,46547.0
HP Pavilion 15,50186,Laptop,Flipkart,hp pavilion,50186.0
HP Pavilion 15,46310,Laptop,Amazon,hp pavilion,46310.0
HP Pavilion 15,50714,Laptop,Flipkart,hp pavilion,50714.0
HP Pavilion 15,47549,Laptop,Amazon,hp pavilion,47549.0
HP Pavilion 15,49890,Laptop,Flipkart,hp pavilion,49890.0
HP Pavilion 15,45339,Laptop,Amazon,hp pavilion,45339.0
HP Pavilion 15,48865,Laptop,Flipkart,hp pavilion,48865.0
HP Pavilion 15,47602,Laptop,Amazon,hp pavilion,47602.0
HP Pavilion 15,49551,Laptop,Flipkart,hp pavilion,49551.0
Lenovo ThinkPad E15,61418,Laptop,Amazon,lenovo thinkpad e,61418.0
Lenovo ThinkPad E15,62334,Laptop,Flipkart,lenovo thinkpad e,62334.0
Lenovo ThinkPad E15,61898,Laptop,Amazon,lenovo thinkpad e,61898.0
Lenovo ThinkPad E15,63432,Laptop,Flipkart,lenovo thinkpad e,63432.0
Lenovo ThinkPad E15,61920,Laptop,Amazon,lenovo thinkpad e,61920.0
Lenovo ThinkPad E15,64668,Laptop,Flipkart,lenovo thinkpad e,64668.0
Lenovo ThinkPad E15 - Silver,59011,Laptop,Amazon,lenovo thinkpad e silver,59011.0
Lenovo ThinkPad E15 - Silver,62815,Laptop,Flipkart,lenovo thinkpad e silver,62815.0
Lenovo ThinkPad E15,59938,Laptop,Amazon,lenovo thinkpad e,59938.0
Lenovo ThinkPad E15,64741,Laptop,Flipkart,lenovo thinkpad e,64741.0
Lenovo ThinkPad E15 - Silver,60864,Laptop,Amazon,lenovo thinkpad e silver,60864.0
Lenovo ThinkPad E15 - Silver,63048,Laptop,Flipkart,lenovo thinkpad e silver,63048.0
Lenovo ThinkPad E15,61184,Laptop,Amazon,lenovo thinkpad e,61184.0
Lenovo ThinkPad E15,65354,Laptop,Flipkart,lenovo thinkpad e,65354.0
MacBook Air M3,118104,Laptop,Amazon,macbook air m,118104.0
MacBook Air M3,126803,Laptop,Flipkart,macbook air m,126803.0
MacBook Air M3 - White,119623,Laptop,Amazon,macbook air m white,119623.0
MacBook Air M3 - White,126855,Laptop,Flipkart,macbook air m white,126855.0
MacBook Air M3,121401,Laptop,Amazon,macbook air m,121401.0
MacBook Air M3,125568,Laptop,Flipkart,macbook air m,125568.0
MacBook Air M3 - White,121481,Laptop,Amazon,macbook air m white,121481.0
MacBook Air M3 - White,125801,Laptop,Flipkart,macbook air m white,125801.0
MacBook Air M3,121204,Laptop,Amazon,macbook air m,121204.0
MacBook Air M3,123167,Laptop,Flipkart,macbook air m,123167.0
MacBook Air M3 - Red,119516,Laptop,Amazon,macbook air m red,119516.0
MacBook Air M3 - Red,123281,Laptop,Flipkart,macbook air m red,123281.0
MacBook Air M3,119719,Laptop,Amazon,macbook air m,119719.0
MacBook Air M3,126367,Laptop,Flipkart,macbook air m,126367.0
MacBook Air M3 - Purple,119482,Laptop,Amazon,macbook air m purple,119482.0
MacBook Air M3 - Purple,125602,Laptop,Flipkart,macbook air m purple,125602.0
MacBook Air M3 - Blue,118720,Laptop,Amazon,macbook air m blue,118720.0
MacBook Air M3 - Blue,126004,Laptop,Flipkart,macbook air m blue,126004.0
ASUS VivoBook 15 - Blue,35903,Laptop,Amazon,asus vivobook blue,35903.0
ASUS VivoBook 15 - Blue,39783,Laptop,Flipkart,asus vivobook blue,39783.0
